country,city,university,program,level,duration_years,tuition_usd,living_cost_index,rent_usd,visa_fee_usd,insurance_usd,exchange_rate,total_cost,rank,cost_of_living_index,rent_index,cost_of_living_plus_rent_index,groceries_index,restaurant_price_index,local_purchasing_power_index,no_of_indian_students,percentage,rank_2025,academic_reputation_score,academic_reputation_rank,employer_reputation_score,employer_reputation_rank,faculty_student_score,faculty_student_rank,citations_per_faculty_score,citations_per_faculty_rank,international_faculty_score,international_faculty_rank,international_students_score,international_students_rank,international_research_network_score,international_research_network_rank,employment_outcomes_score,employment_outcomes_rank,sustainability_score,sustainability_rank,overall_score
Turkey,Ankara,Middle East Technical University,Data Engineering,Master,2.0,1200,48.5,450,90,500,28.5,3890.0,70.0,37.4,13.2,25.8,37.6,30.7,49.0,36.0,0.0080573504298372,285,31.2,286,70.2,101,9.0,701+,22.3,528,12.0,701+,18.3,576,74.7,412,77.5,130,69.5,223=,37.2
Turkey,Eskisehir,Anadolu University,Information Systems,Bachelor,4.0,1000,45.6,350,90,500,28.5,5990.0,70.0,37.4,13.2,25.8,37.6,30.7,49.0,36.0,0.0080573504298372,1201-1400,4.9,601+,3.9,601+,13.1,701+,2.6,701+,1.8,701+,2.9,701+,17.5,701+,13.9,697,1.0,701+,
United Kingdom,London,Imperial College London,Data Science,Master,1.0,41200,75.8,1800,485,800,0.79,44285.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,2,98.5,22,99.5,11,98.2,45,93.9,54,100.0,66,99.6,44,97.4,34,93.4,61,99.7,6,98.5
United Kingdom,Bristol,University of Bristol,Mathematics,Bachelor,3.0,31200,69.8,1100,485,800,0.79,98185.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,54,75.8,78,82.5,69,36.7,437,75.9,134,87.5,206,89.8,121,94.6,84,51.2,250,98.9,17,75.4
United Kingdom,Oxford,University of Oxford,Biomedical Sciences,PhD,4.0,29800,74.5,1600,485,800,0.79,126885.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,3,100.0,2,100.0,5,100.0,8,84.8,93,98.1,120,97.7,73,100.0,1,100.0,3,85.0,126,96.9
United Kingdom,Cambridge,University of Cambridge,Physics,PhD,4.0,31200,75.2,1700,485,800,0.79,132885.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,5,100.0,3,100.0,4,100.0,17,84.6,96,100.0,73,94.8,98,99.3,10,100.0,5,84.8,127=,96.7
United Kingdom,Glasgow,University of Glasgow,Computer Science,Master,1.0,33500,67.5,1100,485,800,0.79,35885.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,78,77.4,75,67.7,110,38.0,418,32.5,405,95.7,141,99.4,49,97.6,30,33.5,378,98.5,20,65
United Kingdom,Leeds,University of Leeds,Software Engineering,Bachelor,3.0,28500,65.8,950,485,800,0.79,89635.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,82,70.5,91,75.9,83,36.4,438,39.8,355,82.5,230,88.5,132,98.8,14,50.9,251,71.8,211=,63.8
United Kingdom,Birmingham,University of Birmingham,Computer Engineering,Bachelor,3.0,29500,66.8,950,485,800,0.79,92635.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,80,68.9,94,69.0,105,39.0,402,40.5,348,92.6,171,89.3,127,97.5,31,44.5,285,96.8,35,64.1
United Kingdom,Southampton,University of Southampton,Cybersecurity,Master,1.0,32400,65.9,900,485,800,0.79,34585.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,80,50.1,161,44.3,208,40.7,385,83.4,100,92.5,173,98.0,70,97.1,40,49.2,261,96.9,34,64.1
United Kingdom,Nottingham,University of Nottingham,Computer Science,Bachelor,3.0,28900,64.8,850,485,800,0.79,90535.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,108,61.1,117,65.8,116,32.8,481,37.6,368,89.4,194,70.5,208,98.0,25,38.0,339,97.0,33,58.5
United Kingdom,Cardiff,Cardiff University,Software Development,Master,1.0,31200,64.2,800,485,800,0.79,33285.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,186,46.8,171,43.2,213,36.1,441,30.0,437,82.8,229,67.7,219,92.3,132,18.9,584,96.0,46=,47.6
United Kingdom,Belfast,Queen's University Belfast,Computing Systems,Bachelor,3.0,27500,63.5,750,485,800,0.79,86035.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,206,35.4,249,33.6,279,28.6,543,40.6,345,100.0,74,98.2,67,92.8,124,9.9,701+,88.9,103=,45.7
United Kingdom,Newcastle,Newcastle University,Data Analytics,Master,1.0,30800,64.6,800,485,800,0.79,32885.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,129,50.0,164,59.3,137,39.2,399,38.7,362,89.5,193,68.6,217,97.1,42,31.3,403,97.1,30=,54.5
United Kingdom,Cambridge,University of Cambridge,Computer Science,Bachelor,3.0,38500,78.5,1800,490,800,0.79,122190.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,5,100.0,3,100.0,4,100.0,17,84.6,96,100.0,73,94.8,98,99.3,10,100.0,5,84.8,127=,96.7
United Kingdom,Oxford,University of Oxford,Computer Science,Bachelor,3.0,37900,77.8,1850,490,800,0.79,120540.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,3,100.0,2,100.0,5,100.0,8,84.8,93,98.1,120,97.7,73,100.0,1,100.0,3,85.0,126,96.9
United Kingdom,London,Imperial College London,Computer Science,Bachelor,3.0,37500,83.2,2200,490,800,0.79,120390.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,2,98.5,22,99.5,11,98.2,45,93.9,54,100.0,66,99.6,44,97.4,34,93.4,61,99.7,6,98.5
United Kingdom,London,King's College London,Computer Science,Bachelor,3.0,35500,83.2,2000,490,800,0.79,113790.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,40,90.3,44,85.7,64,64.3,210,53.6,238,99.1,103,99.5,47,98.6,17,59.8,205,96.2,44=,80.2
United Kingdom,Bristol,University of Bristol,Computer Science,Bachelor,3.0,31500,74.8,1500,490,800,0.79,100290.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,54,75.8,78,82.5,69,36.7,437,75.9,134,87.5,206,89.8,121,94.6,84,51.2,250,98.9,17,75.4
United Kingdom,Glasgow,University of Glasgow,Computer Science,Bachelor,4.0,30800,73.2,1400,490,800,0.79,130090.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,78,77.4,75,67.7,110,38.0,418,32.5,405,95.7,141,99.4,49,97.6,30,33.5,378,98.5,20,65
United Kingdom,Birmingham,University of Birmingham,Computer Science,Bachelor,3.0,30500,71.8,1300,490,800,0.79,96690.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,80,68.9,94,69.0,105,39.0,402,40.5,348,92.6,171,89.3,127,97.5,31,44.5,285,96.8,35,64.1
United Kingdom,Leeds,University of Leeds,Computer Science,Bachelor,3.0,30200,71.2,1250,490,800,0.79,95640.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,82,70.5,91,75.9,83,36.4,438,39.8,355,82.5,230,88.5,132,98.8,14,50.9,251,71.8,211=,63.8
United Kingdom,Nottingham,University of Nottingham,Computer Science,Bachelor,3.0,29500,70.8,1150,490,800,0.79,93240.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,108,61.1,117,65.8,116,32.8,481,37.6,368,89.4,194,70.5,208,98.0,25,38.0,339,97.0,33,58.5
United Kingdom,Southampton,University of Southampton,Computer Science,Bachelor,3.0,29200,72.4,1300,490,800,0.79,92790.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,80,50.1,161,44.3,208,40.7,385,83.4,100,92.5,173,98.0,70,97.1,40,49.2,261,96.9,34,64.1
United Kingdom,Durham,Durham University,Computer Science,Bachelor,3.0,28900,71.6,1250,490,800,0.79,91740.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,89,59.6,126,83.9,65,26.3,567,40.9,342,97.3,125,84.9,153,89.7,172,39.4,326,98.6,19,61.7
United Kingdom,Liverpool,University of Liverpool,Computer Science,Bachelor,3.0,28600,70.2,1100,490,800,0.79,90390.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,165,46.1,176,39.4,239,37.8,422,36.6,373,88.3,203,85.4,150,97.2,38,36.3,351,95.6,50=,50.7
United Kingdom,Cardiff,Cardiff University,Computer Science,Bachelor,3.0,28300,69.8,1050,490,800,0.79,89340.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,186,46.8,171,43.2,213,36.1,441,30.0,437,82.8,229,67.7,219,92.3,132,18.9,584,96.0,46=,47.6
United Kingdom,Newcastle,Newcastle University,Computer Science,Bachelor,3.0,28000,70.1,1100,490,800,0.79,88590.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,129,50.0,164,59.3,137,39.2,399,38.7,362,89.5,193,68.6,217,97.1,42,31.3,403,97.1,30=,54.5
United Kingdom,Aberdeen,University of Aberdeen,Computer Science,Bachelor,4.0,27700,69.5,1000,490,800,0.79,116090.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,236,30.5,292,28.8,330,32.7,482,32.0,412,94.5,154,92.6,103,88.5,190,22.2,519,96.5,37=,42.3
United Kingdom,Leicester,University of Leicester,Computer Science,Bachelor,3.0,27400,68.9,950,490,800,0.79,86340.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,285,19.8,453,13.7,594,30.8,511,43.4,316,80.0,238,95.3,95,88.8,187,22.7,504,75.0,186=,37.2
United Kingdom,Reading,University of Reading,Computer Science,Bachelor,3.0,27100,71.2,1150,490,800,0.79,86040.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,172,32.2,273,41.7,226,13.1,701+,65.7,169,86.2,214,78.6,177,91.7,142,47.8,268,94.0,61,49.9
United Kingdom,Sussex,University of Sussex,Computer Science,Bachelor,3.0,26800,72.5,1200,490,800,0.79,85290.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,246,22.6,395,10.4,601+,15.5,701+,56.8,220,99.6,95,84.9,152,84.7,252,39.9,322,97.7,26=,41
United Kingdom,Bath,University of Bath,Computer Science,Bachelor,3.0,26200,73.4,1250,490,800,0.79,83640.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,150,35.8,245,67.9,109,18.3,701+,52.0,250,94.3,159,80.0,171,84.2,259,35.2,360,90.4,92,52.1
United Kingdom,Surrey,University of Surrey,Computer Science,Bachelor,3.0,25900,71.8,1150,490,800,0.79,82440.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,285,19.7,454,17.9,490,22.8,625,55.2,227,97.1,129,87.1,139,86.4,226,20.4,557,28.4,456=,37.2
United Kingdom,Kent,University of Kent,Computer Science,Bachelor,3.0,25300,70.5,1100,490,800,0.79,80490.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,380,15.4,571,10.0,601+,14.6,701+,45.7,301,95.1,147,49.8,296,78.8,339,34.0,372,40.4,363=,30.8
United Kingdom,Strathclyde,University of Strathclyde,Computer Science,Bachelor,4.0,24700,69.2,1000,490,800,0.79,104090.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,281,25.9,343,30.0,314,16.7,701+,31.8,416,93.0,170,64.0,235,85.0,246,33.6,376,88.6,107,37.9
United Kingdom,Heriot-Watt,Heriot-Watt University,Computer Science,Bachelor,4.0,24400,69.5,1050,490,800,0.79,103090.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,256,17.8,507,27.1,356,17.6,701+,65.2,171,100.0,79,98.1,69,75.4,402,26.3,451,25.7,483=,39.9
United Kingdom,Loughborough,Loughborough University,Computer Science,Bachelor,3.0,24100,68.5,900,490,800,0.79,76290.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,224,29.7,299,55.3,151,23.8,613,32.4,406,87.1,212,68.6,216,87.1,214,23.2,488,93.8,64=,43.6
United Kingdom,Brunel,Brunel University London,Computer Science,Bachelor,3.0,23800,83.2,1800,490,800,0.79,78090.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,342,11.1,601+,13.3,601+,7.1,701+,46.5,297,99.1,102,99.8,37,77.9,363,19.9,564,71.2,214=,33
United Kingdom,Queen Mary,Queen Mary University of London,Computer Science,Bachelor,3.0,23500,83.2,1900,490,800,0.79,77490.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,120,48.3,170,36.9,254,30.4,515,62.8,184,99.5,96,99.2,54,92.5,127,21.4,534,95.6,54,55.8
United Kingdom,Lancaster,Lancaster University,Computer Science,Bachelor,3.0,22900,69.8,1000,490,800,0.79,72990.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,141,38.9,222,36.7,255,27.7,551,69.6,157,93.3,166,92.3,105,89.7,171,28.8,431,96.2,44=,53.6
United Kingdom,Swansea,Swansea University,Computer Science,Bachelor,3.0,22600,68.5,950,490,800,0.79,71940.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,298,23.1,387,43.1,214,25.1,591,27.9,467,71.0,278,59.6,249,82.3,286,8.3,701+,91.8,80,36.5
United Kingdom,Aston,Aston University,Computer Science,Bachelor,3.0,22300,71.8,1200,490,800,0.79,71790.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,423,12.5,601+,18.5,478,9.0,701+,34.4,388,94.2,160,53.8,274,79.2,336,19.6,569,46.9,330=,28.1
United Kingdom,Hull,University of Hull,Computer Science,Bachelor,3.0,22000,67.9,850,490,800,0.79,69840.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,516,8.9,601+,4.5,601+,14.3,701+,21.5,537,63.3,309,81.5,166,76.9,380,20.5,555,68.0,228=,23.6
United Kingdom,Plymouth,University of Plymouth,Computer Science,Bachelor,3.0,21400,69.2,950,490,800,0.79,68340.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,661-670,8.9,601+,8.9,601+,11.6,701+,25.9,487,49.8,368,36.2,381,80.1,320,7.3,701+,21.5,518=,
United Kingdom,Portsmouth,University of Portsmouth,Computer Science,Bachelor,3.0,21100,70.5,1000,490,800,0.79,67590.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,631-640,8.1,601+,7.3,601+,8.6,701+,15.1,634,74.0,270,85.3,151,75.4,399,8.9,701+,21.1,525=,
United Kingdom,Ulster,Ulster University,Computer Science,Bachelor,3.0,20800,67.2,800,490,800,0.79,66090.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,559,8.1,601+,11.3,601+,9.6,701+,11.5,701+,99.8,91,77.6,182,73.4,431,6.8,701+,62.2,254=,22.3
United Kingdom,Coventry,Coventry University,Computer Science,Bachelor,3.0,20200,69.8,950,490,800,0.79,64740.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,526,9.9,601+,10.4,601+,16.9,701+,7.1,701+,77.0,253,99.9,35,82.6,283,10.0,701+,64.4,243=,23.3
United Kingdom,Oxford Brookes,Oxford Brookes University,Computer Science,Bachelor,3.0,19900,77.8,1500,490,800,0.79,65490.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,416,30.7,289,37.6,250,13.7,701+,7.0,701+,67.5,291,67.4,220,68.4,508,20.5,554,13.2,606=,28.6
United Kingdom,De Montfort,De Montfort University,Computer Science,Bachelor,3.0,19600,68.9,900,490,800,0.79,62790.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,711-720,5.3,601+,4.8,601+,5.6,701+,8.0,701+,74.2,267,97.5,76,62.8,591,6.4,701+,41.4,358=,
United Kingdom,Westminster,University of Westminster,Computer Science,Bachelor,3.0,19300,83.2,1800,490,800,0.79,64590.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,741-750,11.5,601+,6.8,601+,5.7,701+,5.1,701+,77.4,249,100.0,33,35.4,701+,21.7,526,1.7,701+,
United Kingdom,Greenwich,University of Greenwich,Computer Science,Bachelor,3.0,19000,83.2,1700,490,800,0.79,63390.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,691-700,4.7,601+,4.1,601+,4.1,701+,11.7,700,91.5,183,100.0,30,78.2,357,14.9,666,5.4,701+,
United Kingdom,London,Imperial College London,Data Science,Master,1.0,42000,75.3,1800,485,800,0.79,45085.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,2,98.5,22,99.5,11,98.2,45,93.9,54,100.0,66,99.6,44,97.4,34,93.4,61,99.7,6,98.5
United Kingdom,Oxford,University of Oxford,Computer Science,PhD,4.0,40000,71.5,1400,485,800,0.79,166885.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,3,100.0,2,100.0,5,100.0,8,84.8,93,98.1,120,97.7,73,100.0,1,100.0,3,85.0,126,96.9
United Kingdom,Bristol,University of Bristol,Data Science,Master,2.0,36000,68.9,1200,485,800,0.79,75685.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,54,75.8,78,82.5,69,36.7,437,75.9,134,87.5,206,89.8,121,94.6,84,51.2,250,98.9,17,75.4
United Kingdom,Glasgow,University of Glasgow,Physics,Bachelor,3.0,34000,64.5,950,485,800,0.79,106135.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,78,77.4,75,67.7,110,38.0,418,32.5,405,95.7,141,99.4,49,97.6,30,33.5,378,98.5,20,65
United Kingdom,Leeds,University of Leeds,Chemistry,PhD,4.0,35000,63.2,900,485,800,0.79,144885.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,82,70.5,91,75.9,83,36.4,438,39.8,355,82.5,230,88.5,132,98.8,14,50.9,251,71.8,211=,63.8
United Kingdom,Nottingham,University of Nottingham,Computer Science,PhD,4.0,34000,61.2,800,485,800,0.79,140485.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,108,61.1,117,65.8,116,32.8,481,37.6,368,89.4,194,70.5,208,98.0,25,38.0,339,97.0,33,58.5
United Kingdom,Durham,Durham University,Engineering,Master,2.0,35000,63.4,900,485,800,0.79,73085.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,89,59.6,126,83.9,65,26.3,567,40.9,342,97.3,125,84.9,153,89.7,172,39.4,326,98.6,19,61.7
United Kingdom,London,King's College London,Computer Science,Master,1.0,39000,75.3,1900,485,800,0.79,42185.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,40,90.3,44,85.7,64,64.3,210,53.6,238,99.1,103,99.5,47,98.6,17,59.8,205,96.2,44=,80.2
United Kingdom,Edinburgh,Heriot-Watt University,Computer Science,Master,1.0,37000,67.8,1200,485,800,0.79,39485.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,256,17.8,507,27.1,356,17.6,701+,65.2,171,100.0,79,98.1,69,75.4,402,26.3,451,25.7,483=,39.9
United Kingdom,Birmingham,University of Birmingham,Computer Science,Master,1.0,36000,65.4,1100,485,800,0.79,38385.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,80,68.9,94,69.0,105,39.0,402,40.5,348,92.6,171,89.3,127,97.5,31,44.5,285,96.8,35,64.1
United Kingdom,Manchester,University of Salford,Data Science,Master,1.0,35000,65.4,1000,485,800,0.79,37285.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,901-950,6.8,601+,3.9,601+,6.4,701+,6.9,701+,36.7,435,69.8,212,63.6,579,9.6,701+,5.8,701+,
United Kingdom,Leeds,Leeds Beckett University,Computer Science,Bachelor,3.0,34000,63.2,900,485,800,0.79,105985.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,1001-1200,4.5,601+,5.9,601+,3.8,701+,7.5,701+,39.1,424,27.4,452,24.8,701+,8.5,701+,1.5,701+,
United Kingdom,Cardiff,Cardiff University,Data Analytics,Master,1.0,34000,64.5,950,485,800,0.79,36235.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,186,46.8,171,43.2,213,36.1,441,30.0,437,82.8,229,67.7,219,92.3,132,18.9,584,96.0,46=,47.6
United Kingdom,Cambridge,University of Cambridge,Artificial Intelligence,PhD,4.0,45000,71.5,1600,485,800,0.79,187685.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,5,100.0,3,100.0,4,100.0,17,84.6,96,100.0,73,94.8,98,99.3,10,100.0,5,84.8,127=,96.7
United Kingdom,Oxford,University of Oxford,Software Engineering,Master,2.0,40000,71.5,1400,485,800,0.79,84085.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,3,100.0,2,100.0,5,100.0,8,84.8,93,98.1,120,97.7,73,100.0,1,100.0,3,85.0,126,96.9
United Kingdom,Bristol,University of Bristol,Data Analytics,Master,2.0,36000,68.9,1200,485,800,0.79,75685.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,54,75.8,78,82.5,69,36.7,437,75.9,134,87.5,206,89.8,121,94.6,84,51.2,250,98.9,17,75.4
United Kingdom,Glasgow,University of Glasgow,Data Engineering,PhD,4.0,34000,64.5,950,485,800,0.79,141085.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,78,77.4,75,67.7,110,38.0,418,32.5,405,95.7,141,99.4,49,97.6,30,33.5,378,98.5,20,65
United Kingdom,Leeds,University of Leeds,Computer Engineering,Master,2.0,35000,63.2,900,485,800,0.79,73085.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,82,70.5,91,75.9,83,36.4,438,39.8,355,82.5,230,88.5,132,98.8,14,50.9,251,71.8,211=,63.8
United Kingdom,Nottingham,University of Nottingham,Data Engineering,Master,2.0,34000,61.2,800,485,800,0.79,70885.0,22.0,62.0,31.1,47.1,56.9,62.7,115.2,16715.0,3.74107256763139,108,61.1,117,65.8,116,32.8,481,37.6,368,89.4,194,70.5,208,98.0,25,38.0,339,97.0,33,58.5
Uruguay,Salto,Universidad ORT Uruguay,Computer Science,Master,2.0,6500,48.5,380,90,350,39.5,14200.0,29.0,54.1,13.8,34.8,52.1,50.2,56.3,,,851-900,11.2,601+,12.4,601+,79.0,145,1.1,701+,15.8,655,1.9,701+,3.4,701+,5.7,701+,1.0,701+,
United States,Cambridge,Harvard University,Computer Science,Master,2.0,55400,83.5,2200,160,1500,1.0,116860.0,9.0,70.4,41.7,56.6,75.0,67.2,142.3,165918.0,37.1349852393816,4,100.0,1,100.0,1,96.3,53,100.0,1,74.1,269,69.0,215,99.6,5,100.0,1,84.4,130,96.8
United States,Stanford,Stanford University,Computer Science,PhD,5.0,54200,89.5,2300,160,1500,1.0,284160.0,9.0,70.4,41.7,56.6,75.0,67.2,142.3,165918.0,37.1349852393816,6,100.0,5,100.0,3,100.0,12,99.0,27,70.3,284,60.8,244,96.8,45,100.0,2,81.2,148=,96.1
United States,Seattle,University of Washington,Computer Science,Master,2.0,38900,83.4,2000,160,1500,1.0,83460.0,9.0,70.4,41.7,56.6,75.0,67.2,142.3,165918.0,37.1349852393816,76,81.9,66,55.5,150,28.6,542,78.8,119,11.0,701+,32.8,407,95.6,67,68.7,170,66.5,235,65.3
United States,Philadelphia,University of Pennsylvania,Computer Science,Master,2.0,51900,76.8,1900,160,1500,1.0,109260.0,9.0,70.4,41.7,56.6,75.0,67.2,142.3,165918.0,37.1349852393816,11,96.3,31,91.9,45,99.8,28,74.0,138,90.9,188,66.2,226,91.9,137,100.0,7,93.0,71,90.3
United States,Chicago,University of Chicago,Data Analytics,Master,2.0,52400,78.9,2000,160,1500,1.0,110460.0,9.0,70.4,41.7,56.6,75.0,67.2,142.3,165918.0,37.1349852393816,21,99.1,17,96.4,29,94.2,69,60.8,197,79.0,244,87.0,140,85.1,245,99.1,16,46.9,330=,86.2
United States,Nashville,Vanderbilt University,Computer Engineering,Bachelor,4.0,50800,71.2,1600,160,1500,1.0,211260.0,9.0,70.4,41.7,56.6,75.0,67.2,142.3,165918.0,37.1349852393816,248,24.4,356,21.8,423,100.0,13,53.0,242,30.1,493,36.0,383,78.6,344,34.7,364,24.5,492=,40.8
United States,Durham,Duke University,Software Engineering,Master,2.0,51500,70.8,1500,160,1500,1.0,107660.0,9.0,70.4,41.7,56.6,75.0,67.2,142.3,165918.0,37.1349852393816,61,86.0,52,74.7,86,100.0,6,35.1,382,16.3,647,61.0,243,93.3,111,85.5,99,75.0,186=,70.8
United States,Tempe,Arizona State University,Information Technology,Bachelor,4.0,41200,70.2,1300,160,1500,1.0,171660.0,9.0,70.4,41.7,56.6,75.0,67.2,142.3,165918.0,37.1349852393816,200,48.6,165,44.1,209,7.4,701+,47.1,289,52.1,357,37.2,378,95.7,66,23.6,479,96.3,41=,46.2
United States,New York,Columbia University,Data Science,Master,2.0,52800,100.0,2500,160,1500,1.0,112260.0,9.0,70.4,41.7,56.6,75.0,67.2,142.3,165918.0,37.1349852393816,34,99.6,12,98.8,15,100.0,16,31.7,417,41.5,413,97.0,79,98.5,19,99.9,9,71.8,211=,82
United States,Ithaca,Cornell University,Computer Science,PhD,5.0,49800,70.5,1600,160,1500,1.0,258660.0,9.0,70.4,41.7,56.6,75.0,67.2,142.3,165918.0,37.1349852393816,16,98.3,25,93.1,42,52.7,289,97.5,43,54.2,347,63.4,237,94.0,99,97.1,34,72.1,208=,87.9
United States,Stanford,Stanford University,Computer Science,Bachelor,4.0,57000,95.2,2400,160,1500,1.0,239260.0,9.0,70.4,41.7,56.6,75.0,67.2,142.3,165918.0,37.1349852393816,6,100.0,5,100.0,3,100.0,12,99.0,27,70.3,284,60.8,244,96.8,45,100.0,2,81.2,148=,96.1
United States,New Haven,Yale University,Computer Science,Bachelor,4.0,54500,79.8,2100,160,1500,1.0,228060.0,9.0,70.4,41.7,56.6,75.0,67.2,142.3,165918.0,37.1349852393816,23,99.9,9,99.9,7,100.0,3,38.6,363,91.5,181,63.3,238,93.9,100,98.5,21,92.2,76=,85.2
United States,Princeton,Princeton University,Computer Science,Bachelor,4.0,54000,81.2,2000,160,1500,1.0,225660.0,9.0,70.4,41.7,56.6,75.0,67.2,142.3,165918.0,37.1349852393816,22,99.8,10,98.3,19,57.0,258,100.0,3,9.6,701+,56.6,264,78.3,354,95.7,48,51.5,312,85.5
United States,Philadelphia,University of Pennsylvania,Computer Science,Bachelor,4.0,53500,82.4,1900,160,1500,1.0,223260.0,9.0,70.4,41.7,56.6,75.0,67.2,142.3,165918.0,37.1349852393816,11,96.3,31,91.9,45,99.8,28,74.0,138,90.9,188,66.2,226,91.9,137,100.0,7,93.0,71,90.3
