rank_2025,institution_name,location,university_rating,gre_score,toefl_score,sop,lor,cgpa,research,chance_of_admit
451.0,University of Electronic Science and Technology of China,China (Mainland),1,300,105,1.0,2.0,7.8,0,0.58
451.0,University of Electronic Science and Technology of China,China (Mainland),1,304,105,3.0,1.5,7.5,0,0.52
451.0,University of Electronic Science and Technology of China,China (Mainland),1,300,99,3.0,2.0,6.8,1,0.36
451.0,University of Electronic Science and Technology of China,China (Mainland),1,294,93,1.5,2.0,7.36,0,0.46
451.0,University of Electronic Science and Technology of China,China (Mainland),1,318,109,3.5,3.5,9.12,0,0.78
451.0,University of Electronic Science and Technology of China,China (Mainland),1,297,100,1.5,2.0,7.9,0,0.52
451.0,University of Electronic Science and Technology of China,China (Mainland),1,315,103,1.5,2.0,7.86,0,0.57
451.0,University of Electronic Science and Technology of China,China (Mainland),1,298,99,1.5,3.0,7.46,0,0.53
451.0,University of Electronic Science and Technology of China,China (Mainland),1,299,100,1.5,2.0,7.89,0,0.59
451.0,University of Electronic Science and Technology of China,China (Mainland),1,296,101,2.5,3.0,7.68,0,0.6
451.0,University of Electronic Science and Technology of China,China (Mainland),1,294,95,1.5,1.5,7.64,0,0.49
451.0,University of Electronic Science and Technology of China,China (Mainland),1,312,99,1.0,1.5,8.01,1,0.52
451.0,University of Electronic Science and Technology of China,China (Mainland),1,315,100,2.0,2.5,7.95,0,0.58
451.0,University of Electronic Science and Technology of China,China (Mainland),1,312,98,3.5,3.0,8.18,1,0.64
451.0,University of Electronic Science and Technology of China,China (Mainland),1,300,99,1.0,2.5,8.01,0,0.58
451.0,University of Electronic Science and Technology of China,China (Mainland),1,316,98,1.5,2.0,7.43,0,0.49
451.0,University of Electronic Science and Technology of China,China (Mainland),1,299,94,1.0,1.0,7.34,0,0.42
451.0,University of Electronic Science and Technology of China,China (Mainland),1,302,99,2.0,2.0,7.25,0,0.57
451.0,University of Electronic Science and Technology of China,China (Mainland),1,311,98,1.0,2.5,7.46,0,0.57
451.0,University of Electronic Science and Technology of China,China (Mainland),1,298,92,2.0,2.0,7.88,0,0.51
451.0,University of Electronic Science and Technology of China,China (Mainland),1,301,98,2.0,3.0,8.03,1,0.67
451.0,University of Electronic Science and Technology of China,China (Mainland),1,290,100,1.5,2.0,7.56,0,0.47
451.0,University of Electronic Science and Technology of China,China (Mainland),1,303,98,2.0,2.5,7.65,0,0.56
451.0,University of Electronic Science and Technology of China,China (Mainland),1,311,99,2.5,3.0,8.43,1,0.71
451.0,University of Electronic Science and Technology of China,China (Mainland),1,300,98,2.0,2.5,8.02,0,0.61
451.0,University of Electronic Science and Technology of China,China (Mainland),1,301,96,3.0,4.0,7.56,0,0.54
451.0,University of Electronic Science and Technology of China,China (Mainland),1,310,110,1.5,4.0,7.23,1,0.58
451.0,University of Electronic Science and Technology of China,China (Mainland),1,317,106,1.5,3.5,7.65,1,0.61
451.0,University of Electronic Science and Technology of China,China (Mainland),1,318,110,2.5,3.5,8.54,1,0.67
451.0,University of Electronic Science and Technology of China,China (Mainland),1,332,112,1.5,3.0,8.66,1,0.79
451.0,University of Electronic Science and Technology of China,China (Mainland),1,295,99,2.0,1.5,7.57,0,0.37
451.0,University of Electronic Science and Technology of China,China (Mainland),1,312,100,3.0,3.0,8.53,1,0.69
452.0,Beihang University (former BUAA),China (Mainland),1,302,102,2.0,1.5,8.0,0,0.5
452.0,Beihang University (former BUAA),China (Mainland),1,295,93,2.0,2.0,7.2,0,0.46
452.0,Beihang University (former BUAA),China (Mainland),1,300,105,1.0,2.0,7.8,0,0.58
452.0,Beihang University (former BUAA),China (Mainland),1,304,105,3.0,1.5,7.5,0,0.52
452.0,Beihang University (former BUAA),China (Mainland),1,300,99,3.0,2.0,6.8,1,0.36
452.0,Beihang University (former BUAA),China (Mainland),1,294,93,1.5,2.0,7.36,0,0.46
452.0,Beihang University (former BUAA),China (Mainland),1,318,109,3.5,3.5,9.12,0,0.78
452.0,Beihang University (former BUAA),China (Mainland),1,297,100,1.5,2.0,7.9,0,0.52
452.0,Beihang University (former BUAA),China (Mainland),1,315,103,1.5,2.0,7.86,0,0.57
452.0,Beihang University (former BUAA),China (Mainland),1,298,99,1.5,3.0,7.46,0,0.53
452.0,Beihang University (former BUAA),China (Mainland),1,299,100,1.5,2.0,7.89,0,0.59
452.0,Beihang University (former BUAA),China (Mainland),1,296,101,2.5,3.0,7.68,0,0.6
452.0,Beihang University (former BUAA),China (Mainland),1,294,95,1.5,1.5,7.64,0,0.49
452.0,Beihang University (former BUAA),China (Mainland),1,312,99,1.0,1.5,8.01,1,0.52
452.0,Beihang University (former BUAA),China (Mainland),1,315,100,2.0,2.5,7.95,0,0.58
452.0,Beihang University (former BUAA),China (Mainland),1,312,98,3.5,3.0,8.18,1,0.64
452.0,Beihang University (former BUAA),China (Mainland),1,300,99,1.0,2.5,8.01,0,0.58
452.0,Beihang University (former BUAA),China (Mainland),1,316,98,1.5,2.0,7.43,0,0.49
452.0,Beihang University (former BUAA),China (Mainland),1,299,94,1.0,1.0,7.34,0,0.42
452.0,Beihang University (former BUAA),China (Mainland),1,302,99,2.0,2.0,7.25,0,0.57
452.0,Beihang University (former BUAA),China (Mainland),1,311,98,1.0,2.5,7.46,0,0.57
452.0,Beihang University (former BUAA),China (Mainland),1,298,92,2.0,2.0,7.88,0,0.51
452.0,Beihang University (former BUAA),China (Mainland),1,301,98,2.0,3.0,8.03,1,0.67
452.0,Beihang University (former BUAA),China (Mainland),1,290,100,1.5,2.0,7.56,0,0.47
452.0,Beihang University (former BUAA),China (Mainland),1,303,98,2.0,2.5,7.65,0,0.56
452.0,Beihang University (former BUAA),China (Mainland),1,311,99,2.5,3.0,8.43,1,0.71
452.0,Beihang University (former BUAA),China (Mainland),1,300,98,2.0,2.5,8.02,0,0.61
452.0,Beihang University (former BUAA),China (Mainland),1,301,96,3.0,4.0,7.56,0,0.54
452.0,Beihang University (former BUAA),China (Mainland),1,310,110,1.5,4.0,7.23,1,0.58
452.0,Beihang University (former BUAA),China (Mainland),1,317,106,1.5,3.5,7.65,1,0.61
452.0,Beihang University (former BUAA),China (Mainland),1,318,110,2.5,3.5,8.54,1,0.67
452.0,Beihang University (former BUAA),China (Mainland),1,332,112,1.5,3.0,8.66,1,0.79
452.0,Beihang University (former BUAA),China (Mainland),1,295,99,2.0,1.5,7.57,0,0.37
452.0,Beihang University (former BUAA),China (Mainland),1,312,100,3.0,3.0,8.53,1,0.69
452.0,National Taiwan Normal University,Taiwan,1,302,102,2.0,1.5,8.0,0,0.5
452.0,National Taiwan Normal University,Taiwan,1,295,93,2.0,2.0,7.2,0,0.46
452.0,National Taiwan Normal University,Taiwan,1,300,105,1.0,2.0,7.8,0,0.58
452.0,National Taiwan Normal University,Taiwan,1,304,105,3.0,1.5,7.5,0,0.52
452.0,National Taiwan Normal University,Taiwan,1,300,99,3.0,2.0,6.8,1,0.36
452.0,National Taiwan Normal University,Taiwan,1,294,93,1.5,2.0,7.36,0,0.46
452.0,National Taiwan Normal University,Taiwan,1,318,109,3.5,3.5,9.12,0,0.78
452.0,National Taiwan Normal University,Taiwan,1,297,100,1.5,2.0,7.9,0,0.52
452.0,National Taiwan Normal University,Taiwan,1,315,103,1.5,2.0,7.86,0,0.57
452.0,National Taiwan Normal University,Taiwan,1,298,99,1.5,3.0,7.46,0,0.53
452.0,National Taiwan Normal University,Taiwan,1,299,100,1.5,2.0,7.89,0,0.59
452.0,National Taiwan Normal University,Taiwan,1,296,101,2.5,3.0,7.68,0,0.6
452.0,National Taiwan Normal University,Taiwan,1,294,95,1.5,1.5,7.64,0,0.49
452.0,National Taiwan Normal University,Taiwan,1,312,99,1.0,1.5,8.01,1,0.52
452.0,National Taiwan Normal University,Taiwan,1,315,100,2.0,2.5,7.95,0,0.58
452.0,National Taiwan Normal University,Taiwan,1,312,98,3.5,3.0,8.18,1,0.64
452.0,National Taiwan Normal University,Taiwan,1,300,99,1.0,2.5,8.01,0,0.58
452.0,National Taiwan Normal University,Taiwan,1,316,98,1.5,2.0,7.43,0,0.49
452.0,National Taiwan Normal University,Taiwan,1,299,94,1.0,1.0,7.34,0,0.42
452.0,National Taiwan Normal University,Taiwan,1,302,99,2.0,2.0,7.25,0,0.57
452.0,National Taiwan Normal University,Taiwan,1,311,98,1.0,2.5,7.46,0,0.57
452.0,National Taiwan Normal University,Taiwan,1,298,92,2.0,2.0,7.88,0,0.51
452.0,National Taiwan Normal University,Taiwan,1,301,98,2.0,3.0,8.03,1,0.67
452.0,National Taiwan Normal University,Taiwan,1,290,100,1.5,2.0,7.56,0,0.47
452.0,National Taiwan Normal University,Taiwan,1,303,98,2.0,2.5,7.65,0,0.56
452.0,National Taiwan Normal University,Taiwan,1,311,99,2.5,3.0,8.43,1,0.71
452.0,National Taiwan Normal University,Taiwan,1,300,98,2.0,2.5,8.02,0,0.61
452.0,National Taiwan Normal University,Taiwan,1,301,96,3.0,4.0,7.56,0,0.54
452.0,National Taiwan Normal University,Taiwan,1,310,110,1.5,4.0,7.23,1,0.58
452.0,National Taiwan Normal University,Taiwan,1,317,106,1.5,3.5,7.65,1,0.61
452.0,National Taiwan Normal University,Taiwan,1,318,110,2.5,3.5,8.54,1,0.67
452.0,National Taiwan Normal University,Taiwan,1,332,112,1.5,3.0,8.66,1,0.79
452.0,National Taiwan Normal University,Taiwan,1,295,99,2.0,1.5,7.57,0,0.37
452.0,National Taiwan Normal University,Taiwan,1,312,100,3.0,3.0,8.53,1,0.69
452.0,University of Kansas,United States,1,302,102,2.0,1.5,8.0,0,0.5
452.0,University of Kansas,United States,1,295,93,2.0,2.0,7.2,0,0.46
452.0,University of Kansas,United States,1,300,105,1.0,2.0,7.8,0,0.58
452.0,University of Kansas,United States,1,304,105,3.0,1.5,7.5,0,0.52
452.0,University of Kansas,United States,1,300,99,3.0,2.0,6.8,1,0.36
452.0,University of Kansas,United States,1,294,93,1.5,2.0,7.36,0,0.46
452.0,University of Kansas,United States,1,318,109,3.5,3.5,9.12,0,0.78
452.0,University of Kansas,United States,1,297,100,1.5,2.0,7.9,0,0.52
452.0,University of Kansas,United States,1,315,103,1.5,2.0,7.86,0,0.57
452.0,University of Kansas,United States,1,298,99,1.5,3.0,7.46,0,0.53
452.0,University of Kansas,United States,1,299,100,1.5,2.0,7.89,0,0.59
452.0,University of Kansas,United States,1,296,101,2.5,3.0,7.68,0,0.6
452.0,University of Kansas,United States,1,294,95,1.5,1.5,7.64,0,0.49
452.0,University of Kansas,United States,1,312,99,1.0,1.5,8.01,1,0.52
452.0,University of Kansas,United States,1,315,100,2.0,2.5,7.95,0,0.58
452.0,University of Kansas,United States,1,312,98,3.5,3.0,8.18,1,0.64
452.0,University of Kansas,United States,1,300,99,1.0,2.5,8.01,0,0.58
452.0,University of Kansas,United States,1,316,98,1.5,2.0,7.43,0,0.49
452.0,University of Kansas,United States,1,299,94,1.0,1.0,7.34,0,0.42
452.0,University of Kansas,United States,1,302,99,2.0,2.0,7.25,0,0.57
452.0,University of Kansas,United States,1,311,98,1.0,2.5,7.46,0,0.57
452.0,University of Kansas,United States,1,298,92,2.0,2.0,7.88,0,0.51
452.0,University of Kansas,United States,1,301,98,2.0,3.0,8.03,1,0.67
452.0,University of Kansas,United States,1,290,100,1.5,2.0,7.56,0,0.47
452.0,University of Kansas,United States,1,303,98,2.0,2.5,7.65,0,0.56
452.0,University of Kansas,United States,1,311,99,2.5,3.0,8.43,1,0.71
452.0,University of Kansas,United States,1,300,98,2.0,2.5,8.02,0,0.61
452.0,University of Kansas,United States,1,301,96,3.0,4.0,7.56,0,0.54
452.0,University of Kansas,United States,1,310,110,1.5,4.0,7.23,1,0.58
452.0,University of Kansas,United States,1,317,106,1.5,3.5,7.65,1,0.61
452.0,University of Kansas,United States,1,318,110,2.5,3.5,8.54,1,0.67
452.0,University of Kansas,United States,1,332,112,1.5,3.0,8.66,1,0.79
452.0,University of Kansas,United States,1,295,99,2.0,1.5,7.57,0,0.37
452.0,University of Kansas,United States,1,312,100,3.0,3.0,8.53,1,0.69
452.0,University of Stirling,United Kingdom,1,302,102,2.0,1.5,8.0,0,0.5
452.0,University of Stirling,United Kingdom,1,295,93,2.0,2.0,7.2,0,0.46
452.0,University of Stirling,United Kingdom,1,300,105,1.0,2.0,7.8,0,0.58
452.0,University of Stirling,United Kingdom,1,304,105,3.0,1.5,7.5,0,0.52
452.0,University of Stirling,United Kingdom,1,300,99,3.0,2.0,6.8,1,0.36
452.0,University of Stirling,United Kingdom,1,294,93,1.5,2.0,7.36,0,0.46
452.0,University of Stirling,United Kingdom,1,318,109,3.5,3.5,9.12,0,0.78
452.0,University of Stirling,United Kingdom,1,297,100,1.5,2.0,7.9,0,0.52
452.0,University of Stirling,United Kingdom,1,315,103,1.5,2.0,7.86,0,0.57
452.0,University of Stirling,United Kingdom,1,298,99,1.5,3.0,7.46,0,0.53
452.0,University of Stirling,United Kingdom,1,299,100,1.5,2.0,7.89,0,0.59
452.0,University of Stirling,United Kingdom,1,296,101,2.5,3.0,7.68,0,0.6
452.0,University of Stirling,United Kingdom,1,294,95,1.5,1.5,7.64,0,0.49
452.0,University of Stirling,United Kingdom,1,312,99,1.0,1.5,8.01,1,0.52
452.0,University of Stirling,United Kingdom,1,315,100,2.0,2.5,7.95,0,0.58
452.0,University of Stirling,United Kingdom,1,312,98,3.5,3.0,8.18,1,0.64
452.0,University of Stirling,United Kingdom,1,300,99,1.0,2.5,8.01,0,0.58
452.0,University of Stirling,United Kingdom,1,316,98,1.5,2.0,7.43,0,0.49
452.0,University of Stirling,United Kingdom,1,299,94,1.0,1.0,7.34,0,0.42
452.0,University of Stirling,United Kingdom,1,302,99,2.0,2.0,7.25,0,0.57
452.0,University of Stirling,United Kingdom,1,311,98,1.0,2.5,7.46,0,0.57
452.0,University of Stirling,United Kingdom,1,298,92,2.0,2.0,7.88,0,0.51
452.0,University of Stirling,United Kingdom,1,301,98,2.0,3.0,8.03,1,0.67
452.0,University of Stirling,United Kingdom,1,290,100,1.5,2.0,7.56,0,0.47
452.0,University of Stirling,United Kingdom,1,303,98,2.0,2.5,7.65,0,0.56
452.0,University of Stirling,United Kingdom,1,311,99,2.5,3.0,8.43,1,0.71
452.0,University of Stirling,United Kingdom,1,300,98,2.0,2.5,8.02,0,0.61
452.0,University of Stirling,United Kingdom,1,301,96,3.0,4.0,7.56,0,0.54
452.0,University of Stirling,United Kingdom,1,310,110,1.5,4.0,7.23,1,0.58
452.0,University of Stirling,United Kingdom,1,317,106,1.5,3.5,7.65,1,0.61
452.0,University of Stirling,United Kingdom,1,318,110,2.5,3.5,8.54,1,0.67
452.0,University of Stirling,United Kingdom,1,332,112,1.5,3.0,8.66,1,0.79
452.0,University of Stirling,United Kingdom,1,295,99,2.0,1.5,7.57,0,0.37
452.0,University of Stirling,United Kingdom,1,312,100,3.0,3.0,8.53,1,0.69
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,302,102,2.0,1.5,8.0,0,0.5
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,295,93,2.0,2.0,7.2,0,0.46
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,300,105,1.0,2.0,7.8,0,0.58
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,304,105,3.0,1.5,7.5,0,0.52
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,300,99,3.0,2.0,6.8,1,0.36
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,294,93,1.5,2.0,7.36,0,0.46
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,318,109,3.5,3.5,9.12,0,0.78
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,297,100,1.5,2.0,7.9,0,0.52
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,315,103,1.5,2.0,7.86,0,0.57
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,298,99,1.5,3.0,7.46,0,0.53
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,299,100,1.5,2.0,7.89,0,0.59
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,296,101,2.5,3.0,7.68,0,0.6
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,294,95,1.5,1.5,7.64,0,0.49
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,312,99,1.0,1.5,8.01,1,0.52
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,315,100,2.0,2.5,7.95,0,0.58
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,312,98,3.5,3.0,8.18,1,0.64
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,300,99,1.0,2.5,8.01,0,0.58
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,316,98,1.5,2.0,7.43,0,0.49
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,299,94,1.0,1.0,7.34,0,0.42
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,302,99,2.0,2.0,7.25,0,0.57
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,311,98,1.0,2.5,7.46,0,0.57
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,298,92,2.0,2.0,7.88,0,0.51
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,301,98,2.0,3.0,8.03,1,0.67
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,290,100,1.5,2.0,7.56,0,0.47
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,303,98,2.0,2.5,7.65,0,0.56
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,311,99,2.5,3.0,8.43,1,0.71
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,300,98,2.0,2.5,8.02,0,0.61
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,301,96,3.0,4.0,7.56,0,0.54
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,310,110,1.5,4.0,7.23,1,0.58
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,317,106,1.5,3.5,7.65,1,0.61
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,318,110,2.5,3.5,8.54,1,0.67
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,332,112,1.5,3.0,8.66,1,0.79
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,295,99,2.0,1.5,7.57,0,0.37
456.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,1,312,100,3.0,3.0,8.53,1,0.69
456.0,Umea University,Sweden,1,302,102,2.0,1.5,8.0,0,0.5
456.0,Umea University,Sweden,1,295,93,2.0,2.0,7.2,0,0.46
456.0,Umea University,Sweden,1,300,105,1.0,2.0,7.8,0,0.58
456.0,Umea University,Sweden,1,304,105,3.0,1.5,7.5,0,0.52
456.0,Umea University,Sweden,1,300,99,3.0,2.0,6.8,1,0.36
456.0,Umea University,Sweden,1,294,93,1.5,2.0,7.36,0,0.46
456.0,Umea University,Sweden,1,318,109,3.5,3.5,9.12,0,0.78
456.0,Umea University,Sweden,1,297,100,1.5,2.0,7.9,0,0.52
456.0,Umea University,Sweden,1,315,103,1.5,2.0,7.86,0,0.57
456.0,Umea University,Sweden,1,298,99,1.5,3.0,7.46,0,0.53
456.0,Umea University,Sweden,1,299,100,1.5,2.0,7.89,0,0.59
456.0,Umea University,Sweden,1,296,101,2.5,3.0,7.68,0,0.6
456.0,Umea University,Sweden,1,294,95,1.5,1.5,7.64,0,0.49
456.0,Umea University,Sweden,1,312,99,1.0,1.5,8.01,1,0.52
456.0,Umea University,Sweden,1,315,100,2.0,2.5,7.95,0,0.58
456.0,Umea University,Sweden,1,312,98,3.5,3.0,8.18,1,0.64
456.0,Umea University,Sweden,1,300,99,1.0,2.5,8.01,0,0.58
456.0,Umea University,Sweden,1,316,98,1.5,2.0,7.43,0,0.49
456.0,Umea University,Sweden,1,299,94,1.0,1.0,7.34,0,0.42
456.0,Umea University,Sweden,1,302,99,2.0,2.0,7.25,0,0.57
456.0,Umea University,Sweden,1,311,98,1.0,2.5,7.46,0,0.57
456.0,Umea University,Sweden,1,298,92,2.0,2.0,7.88,0,0.51
456.0,Umea University,Sweden,1,301,98,2.0,3.0,8.03,1,0.67
456.0,Umea University,Sweden,1,290,100,1.5,2.0,7.56,0,0.47
456.0,Umea University,Sweden,1,303,98,2.0,2.5,7.65,0,0.56
456.0,Umea University,Sweden,1,311,99,2.5,3.0,8.43,1,0.71
456.0,Umea University,Sweden,1,300,98,2.0,2.5,8.02,0,0.61
456.0,Umea University,Sweden,1,301,96,3.0,4.0,7.56,0,0.54
456.0,Umea University,Sweden,1,310,110,1.5,4.0,7.23,1,0.58
456.0,Umea University,Sweden,1,317,106,1.5,3.5,7.65,1,0.61
456.0,Umea University,Sweden,1,318,110,2.5,3.5,8.54,1,0.67
456.0,Umea University,Sweden,1,332,112,1.5,3.0,8.66,1,0.79
456.0,Umea University,Sweden,1,295,99,2.0,1.5,7.57,0,0.37
456.0,Umea University,Sweden,1,312,100,3.0,3.0,8.53,1,0.69
456.0,Université de Strasbourg,France,1,302,102,2.0,1.5,8.0,0,0.5
456.0,Université de Strasbourg,France,1,295,93,2.0,2.0,7.2,0,0.46
456.0,Université de Strasbourg,France,1,300,105,1.0,2.0,7.8,0,0.58
456.0,Université de Strasbourg,France,1,304,105,3.0,1.5,7.5,0,0.52
456.0,Université de Strasbourg,France,1,300,99,3.0,2.0,6.8,1,0.36
456.0,Université de Strasbourg,France,1,294,93,1.5,2.0,7.36,0,0.46
456.0,Université de Strasbourg,France,1,318,109,3.5,3.5,9.12,0,0.78
456.0,Université de Strasbourg,France,1,297,100,1.5,2.0,7.9,0,0.52
456.0,Université de Strasbourg,France,1,315,103,1.5,2.0,7.86,0,0.57
456.0,Université de Strasbourg,France,1,298,99,1.5,3.0,7.46,0,0.53
456.0,Université de Strasbourg,France,1,299,100,1.5,2.0,7.89,0,0.59
456.0,Université de Strasbourg,France,1,296,101,2.5,3.0,7.68,0,0.6
456.0,Université de Strasbourg,France,1,294,95,1.5,1.5,7.64,0,0.49
456.0,Université de Strasbourg,France,1,312,99,1.0,1.5,8.01,1,0.52
456.0,Université de Strasbourg,France,1,315,100,2.0,2.5,7.95,0,0.58
456.0,Université de Strasbourg,France,1,312,98,3.5,3.0,8.18,1,0.64
456.0,Université de Strasbourg,France,1,300,99,1.0,2.5,8.01,0,0.58
456.0,Université de Strasbourg,France,1,316,98,1.5,2.0,7.43,0,0.49
456.0,Université de Strasbourg,France,1,299,94,1.0,1.0,7.34,0,0.42
456.0,Université de Strasbourg,France,1,302,99,2.0,2.0,7.25,0,0.57
456.0,Université de Strasbourg,France,1,311,98,1.0,2.5,7.46,0,0.57
456.0,Université de Strasbourg,France,1,298,92,2.0,2.0,7.88,0,0.51
456.0,Université de Strasbourg,France,1,301,98,2.0,3.0,8.03,1,0.67
456.0,Université de Strasbourg,France,1,290,100,1.5,2.0,7.56,0,0.47
456.0,Université de Strasbourg,France,1,303,98,2.0,2.5,7.65,0,0.56
456.0,Université de Strasbourg,France,1,311,99,2.5,3.0,8.43,1,0.71
456.0,Université de Strasbourg,France,1,300,98,2.0,2.5,8.02,0,0.61
456.0,Université de Strasbourg,France,1,301,96,3.0,4.0,7.56,0,0.54
456.0,Université de Strasbourg,France,1,310,110,1.5,4.0,7.23,1,0.58
456.0,Université de Strasbourg,France,1,317,106,1.5,3.5,7.65,1,0.61
456.0,Université de Strasbourg,France,1,318,110,2.5,3.5,8.54,1,0.67
456.0,Université de Strasbourg,France,1,332,112,1.5,3.0,8.66,1,0.79
456.0,Université de Strasbourg,France,1,295,99,2.0,1.5,7.57,0,0.37
456.0,Université de Strasbourg,France,1,312,100,3.0,3.0,8.53,1,0.69
456.0,University of Guelph,Canada,1,302,102,2.0,1.5,8.0,0,0.5
456.0,University of Guelph,Canada,1,295,93,2.0,2.0,7.2,0,0.46
456.0,University of Guelph,Canada,1,300,105,1.0,2.0,7.8,0,0.58
456.0,University of Guelph,Canada,1,304,105,3.0,1.5,7.5,0,0.52
456.0,University of Guelph,Canada,1,300,99,3.0,2.0,6.8,1,0.36
456.0,University of Guelph,Canada,1,294,93,1.5,2.0,7.36,0,0.46
456.0,University of Guelph,Canada,1,318,109,3.5,3.5,9.12,0,0.78
456.0,University of Guelph,Canada,1,297,100,1.5,2.0,7.9,0,0.52
456.0,University of Guelph,Canada,1,315,103,1.5,2.0,7.86,0,0.57
456.0,University of Guelph,Canada,1,298,99,1.5,3.0,7.46,0,0.53
456.0,University of Guelph,Canada,1,299,100,1.5,2.0,7.89,0,0.59
456.0,University of Guelph,Canada,1,296,101,2.5,3.0,7.68,0,0.6
456.0,University of Guelph,Canada,1,294,95,1.5,1.5,7.64,0,0.49
456.0,University of Guelph,Canada,1,312,99,1.0,1.5,8.01,1,0.52
456.0,University of Guelph,Canada,1,315,100,2.0,2.5,7.95,0,0.58
456.0,University of Guelph,Canada,1,312,98,3.5,3.0,8.18,1,0.64
456.0,University of Guelph,Canada,1,300,99,1.0,2.5,8.01,0,0.58
456.0,University of Guelph,Canada,1,316,98,1.5,2.0,7.43,0,0.49
456.0,University of Guelph,Canada,1,299,94,1.0,1.0,7.34,0,0.42
456.0,University of Guelph,Canada,1,302,99,2.0,2.0,7.25,0,0.57
456.0,University of Guelph,Canada,1,311,98,1.0,2.5,7.46,0,0.57
456.0,University of Guelph,Canada,1,298,92,2.0,2.0,7.88,0,0.51
456.0,University of Guelph,Canada,1,301,98,2.0,3.0,8.03,1,0.67
456.0,University of Guelph,Canada,1,290,100,1.5,2.0,7.56,0,0.47
456.0,University of Guelph,Canada,1,303,98,2.0,2.5,7.65,0,0.56
456.0,University of Guelph,Canada,1,311,99,2.5,3.0,8.43,1,0.71
456.0,University of Guelph,Canada,1,300,98,2.0,2.5,8.02,0,0.61
456.0,University of Guelph,Canada,1,301,96,3.0,4.0,7.56,0,0.54
456.0,University of Guelph,Canada,1,310,110,1.5,4.0,7.23,1,0.58
456.0,University of Guelph,Canada,1,317,106,1.5,3.5,7.65,1,0.61
456.0,University of Guelph,Canada,1,318,110,2.5,3.5,8.54,1,0.67
456.0,University of Guelph,Canada,1,332,112,1.5,3.0,8.66,1,0.79
456.0,University of Guelph,Canada,1,295,99,2.0,1.5,7.57,0,0.37
456.0,University of Guelph,Canada,1,312,100,3.0,3.0,8.53,1,0.69
460.0,"Stony Brook University, State University of New York",United States,1,302,102,2.0,1.5,8.0,0,0.5
460.0,"Stony Brook University, State University of New York",United States,1,295,93,2.0,2.0,7.2,0,0.46
460.0,"Stony Brook University, State University of New York",United States,1,300,105,1.0,2.0,7.8,0,0.58
460.0,"Stony Brook University, State University of New York",United States,1,304,105,3.0,1.5,7.5,0,0.52
460.0,"Stony Brook University, State University of New York",United States,1,300,99,3.0,2.0,6.8,1,0.36
460.0,"Stony Brook University, State University of New York",United States,1,294,93,1.5,2.0,7.36,0,0.46
460.0,"Stony Brook University, State University of New York",United States,1,318,109,3.5,3.5,9.12,0,0.78
460.0,"Stony Brook University, State University of New York",United States,1,297,100,1.5,2.0,7.9,0,0.52
460.0,"Stony Brook University, State University of New York",United States,1,315,103,1.5,2.0,7.86,0,0.57
